Type,Name,Website,Address
fast_food,Arby's,Not Provided," SR 3, North Vernon, Jennings County, Indiana, 47265, United States"
fast_food,KFC,Not Provided," Commerce Drive, Franklin, Johnson County, Indiana, 46131, United States"
restaurant,Pizza Hut,Not Provided," 1892, South Ohio Street, Martinsville, Morgan County, Indiana, 46151, United States"
restaurant,Pizza King,http://www.pizzakingindiana.com/," 15, Harbourtown Center, Hamilton County, Indiana, 46062, United States"
restaurant,Arni's,Not Provided," 3111, Builder Drive, Lafayette, Tippecanoe County, Indiana, 47909, United States"
cafe,Soma,Not Provided," South Henderson Street, Bloomington, Monroe County, Indiana, 47401, United States"
cafe,Starbucks,https://www.starbucks.com/," Anderson Street, Fayette Street Conservation Area, Indianapolis, Marion County, Indiana, 46202, United States"
cafe,Starbucks,https://www.starbucks.com/," SR 46, Bloomington, Monroe County, Indiana, 47408, United States"
fast_food,Burger King,Not Provided," US 31, Greenwood, Johnson County, Indiana, 46184, United States"
restaurant,Pizza Hut,Not Provided," US 31, Greenwood, Johnson County, Indiana, 46184, United States"
restaurant,Not Provided,Not Provided," 1024, US 31, Greenwood, Johnson County, Indiana, 46143, United States"
cafe,Starbucks,Not Provided," 430, Massachusetts Avenue, Massachusetts Avenue Commercial District, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Bru Burger Bar,Not Provided," Indianapolis Cultural Trail, Massachusetts Avenue Commercial District, Indianapolis, Marion County, Indiana, 46204, United States"
fast_food,Subway,http://www.subway.com/," 720, Northwestern Avenue, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,Los Tres Caminos,Not Provided," 1890, South Ohio Street, Martinsville, Morgan County, Indiana, 46151, United States"
fast_food,Subway,Not Provided," 8705, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
restaurant,The Eagle,Not Provided," 310, Massachusetts Avenue, Massachusetts Avenue Commercial District, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Bazbeaux,Not Provided," Massachusetts Avenue, Massachusetts Avenue Commercial District, Indianapolis, Marion County, Indiana, 46204, United States"
restaurant,Acapulco Joe's,http://www.acapulco-joes.com/home," 365, North Illinois Street, St. Joseph, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Bangkok Restaurant & Jazz Bar,Not Provided," East Ohio Street, Indianapolis, Marion County, Indiana, 46202, United States"
pub,Ale Emporium,https://aleemporium.securetree.com/," 8617, Allisonville Road, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Super China Buffet,Not Provided," North Keystone Avenue, Indianapolis, Marion County, Indiana, 46240, United States"
fast_food,Subway,Not Provided," North Keystone Avenue, Indianapolis, Marion County, Indiana, 46240, United States"
cafe,Starbucks,Not Provided," 55, Monument Circle, Indianapolis, Marion, Indiana, 46204, United States"
fast_food,Potbelly's,Not Provided," 55, Monument Circle, Indianapolis, Marion, Indiana, 46204, United States"
pub,The Run In Pub,Not Provided," West 34th Street, Indianapolis, Marion County, Indiana, 46224, United States"
fast_food,Which Wich?,Not Provided," West 10th Street, Historic Ransom Place, Indianapolis, Marion County, Indiana, 46234, United States"
restaurant,Toppers,Not Provided," West 10th Street, Historic Ransom Place, Indianapolis, Marion County, Indiana, 46234, United States"
fast_food,Subway,Not Provided," Center Run Drive, Castleton, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Chicago's Pizza,Not Provided," East Morgan Street, Spencer, Owen County, Indiana, 47460, United States"
fast_food,Not Provided,Not Provided," East Wabash Street, Frankfort, Clinton County, Indiana, 46041, United States"
restaurant,Not Provided,Not Provided," East Wabash Street, Frankfort, Clinton County, Indiana, 46041, United States"
fast_food,KFC,Not Provided," East Wabash Street, Frankfort, Clinton County, Indiana, 46041, United States"
fast_food,McDonald's,Not Provided," Lohsl Lane, Frankfort, Clinton County, Indiana, 46041, United States"
fast_food,Wendy's,Not Provided," East Wabash Street, Frankfort, Clinton County, Indiana, 46041, United States"
restaurant,Pizza Hut,Not Provided," East Wabash Street, Frankfort, Clinton County, Indiana, 46041, United States"
restaurant,Not Provided,Not Provided," East Wabash Street, Frankfort, Clinton County, Indiana, 46041, United States"
fast_food,Not Provided,Not Provided," Hot Dog Avenue, Frankfort, Clinton County, Indiana, 46041, United States"
fast_food,Taco Bell,Not Provided," East Wabash Street, Frankfort, Clinton County, Indiana, 46041, United States"
fast_food,Not Provided,Not Provided," East Wabash Street, Frankfort, Clinton County, Indiana, 46041, United States"
restaurant,Not Provided,Not Provided," 2400, East Wabash Street, Frankfort, Clinton County, Indiana, 46041, United States"
fast_food,Not Provided,Not Provided," Washington Avenue, Frankfort, Clinton County, Indiana, 46041, United States"
cafe,Monon Coffee and Sweets,Not Provided," South Richland Avenue, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Moe's Southwest Grill,Not Provided," Avon Village Drive, Big Four Yard, Avon, Hendricks County, Indiana, 46123, United States"
pub,Sidelines Sports Pub,Not Provided," Avon Village Drive, Big Four Yard, Avon, Hendricks County, Indiana, 46123, United States"
ice_cream,Orange Leaf Frozen Yogurt,https://orangeleafyogurt.com/," 308, West State Street, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
fast_food,Chick-fil-A Express,Not Provided," 1100, University Boulevard, Eastern Heights, Anderson, Madison County, Indiana, 46012, United States"
restaurant,Pizza Hut,Not Provided," US 41, Rockville, Parke County, Indiana, 47872, United States"
restaurant,The Yard Line Bar & Grill,Not Provided," East 82nd Street, Castleton, Indianapolis, Marion County, Indiana, 46256, United States"
restaurant,Greek's Pizza,Not Provided," 12703, Meeting House Road, Carmel, Hamilton County, Indiana, 46032, United States"
pub,Old Point Tavern,Not Provided," 401, Massachusetts Avenue, Massachusetts Avenue Commercial District, Indianapolis, Marion, Indiana, 46204, United States"
pub,Chatterbox Tavern,Not Provided," 435, Massachusetts Avenue, Massachusetts Avenue Commercial District, Indianapolis, Marion County, Indiana, 46204, United States"
restaurant,Nine Irish Brothers,Not Provided," Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
ice_cream,Sub Zero,Not Provided," 427, Massachusetts Avenue, Massachusetts Avenue Commercial District, Indianapolis, Marion County, Indiana, 46204, United States"
cafe,Hoaglin To Go,Not Provided," Massachusetts Avenue, Massachusetts Avenue Commercial District, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Pizzology,Not Provided," 608, Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
pub,Ralston's Draft House,Not Provided," 635, Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
cafe,Henry's Coffee Bistro,Not Provided," 627, North East Street, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
fast_food,Subway,Not Provided," 5868, East 71st Street, Indianapolis, Marion County, Indiana, 46256, United States"
restaurant,Happy Dragon,Not Provided," 5868, East 71st Street, Indianapolis, Marion County, Indiana, 46256, United States"
fast_food,Papa Murphy's,Not Provided," 5868, East 71st Street, Indianapolis, Marion County, Indiana, 46256, United States"
restaurant,IHOP,Not Provided," South College Mall Road, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,Champps,Not Provided," 49, West Maryland Street, Indianapolis, Marion, Indiana, 46204, United States"
cafe,CoCo Fresh Tea & Juice,Not Provided," South Grant Street, Bloomington, Monroe County, Indiana, 47401, United States"
pub,Winner's Circle,Not Provided," 20, North Pennsylvania Street, Indianapolis, Marion County, Indiana, 46204, United States"
restaurant,Morton's The Steakhouse,Not Provided," 41, East Washington Street, Indianapolis, Marion, Indiana, 46204, United States"
fast_food,Einstein Bros. Bagels,Not Provided," East 82nd Street, Castleton, Indianapolis, Marion County, Indiana, 46256, United States"
restaurant,The Rathskeller,Not Provided," 401, East Michigan Street, Massachusetts Avenue Commercial District, Lockerbie Square, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Delhi Palace,Not Provided," Indiana Avenue, Historic Ransom Place, Indianapolis, Marion County, Indiana, 46202, United States"
fast_food,Subway,Not Provided," Blake Street, Lockefield Place, Indianapolis, Marion County, Indiana, 46202, United States"
fast_food,Qdoba,Not Provided," Indiana Avenue, Historic Ransom Place, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Giorgio's Pizza,Not Provided," 55, Monument Circle, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Soupremacy,Not Provided," 55, Monument Circle, Indianapolis, Marion, Indiana, 46204, United States"
cafe,Cups Coffee,Not Provided," 107, North Pennsylvania Street, Indianapolis, Marion, Indiana, 46204, United States"
fast_food,Subway,Not Provided," 7508, East Washington Street, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,Bob Evans,Not Provided," Old Trails Road, Indianapolis, Marion County, Indiana, 46219, United States"
fast_food,Moe's Southwest Grill,https://www.moes.com/," 115, SR 46, Bloomington, Monroe County, Indiana, 47408, United States"
pub,Bakersfield,Not Provided," 310, Massachusetts Avenue, Massachusetts Avenue Commercial District, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,La Hacienda,Not Provided," West 38th Street, Indianapolis, Marion County, Indiana, 46254, United States"
fast_food,The Pastry House,Not Provided," Georgetown Road, Indianapolis, Marion County, Indiana, 46254, United States"
restaurant,India Palace,Not Provided," Lafayette Road, Indianapolis, Marion County, Indiana, 46278, United States"
restaurant,India Sizzling,Not Provided," 4150, Lafayette Road, Indianapolis, Marion County, Indiana, 46254, United States"
restaurant,King Wok,Not Provided," Lafayette Road, Indianapolis, Marion County, Indiana, 46278, United States"
restaurant,New Taste Buffet,Not Provided," 4624, West 38th Street, Indianapolis, Marion County, Indiana, 46254, United States"
fast_food,Jimmy John's,Not Provided," Northwestern Avenue, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
fast_food,Steak 'n Shake,Not Provided," East 54th Street, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Biscuits Cafe,Not Provided," Monon Trail, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
fast_food,Qdoba,Not Provided," 235, South Delaware Street, Indianapolis, Marion, Indiana, 46225, United States"
cafe,Starbucks,Not Provided," 40, West Jackson Place, Indianapolis, Marion, Indiana, 46225, United States"
fast_food,Dairy Queen,Not Provided," County Road 300 W, Greenwood, Johnson County, Indiana, 46142, United States"
fast_food,Cresent Donuts,Not Provided," West 3rd Street, Bloomington, Monroe County, Indiana, 47402, United States"
restaurant,Hinkle's Hamburgers,Not Provided," South Adams Street, Bloomington, Monroe County, Indiana, 47404, United States"
restaurant,Viva Mas,Not Provided," East 3rd Street, Bloomington, Monroe County, Indiana, 47401, United States"
fast_food,Dunkin',Not Provided," Cool Creek Trail, Westfield, Hamilton County, Indiana, 46033, United States"
fast_food,Chipotle,Not Provided," East 146th Street, Westfield, Hamilton County, Indiana, 46033, United States"
fast_food,Handel's Ice Cream,Not Provided," 2430, East 146th Street, Carmel, Hamilton County, Indiana, 46033, United States"
fast_food,BoomBozz Pizza & Taphouse,https://www.boombozz.com/indianapolis-in/carmel," 2430, East 146th Street, Carmel, Hamilton County, Indiana, 46033, United States"
restaurant,Buffalo Wild Wings,Not Provided," Cool Creek Trail, Westfield, Hamilton County, Indiana, 46033, United States"
cafe,Carmel Cafe,Not Provided," CHS Front Circle, Carmel, Hamilton County, Indiana, 46033, United States"
fast_food,McDonald's,Not Provided," Commercial Drive, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,O'Charley's,Not Provided," 11655, Fishers Corner Boulevard, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Steak 'n Shake,Not Provided," Fishers Corner Boulevard, Fishers, Hamilton County, Indiana, 46038, United States"
cafe,Another Broken Egg Cafe,Not Provided," North Pennsylvania Street, College Crest, Indianapolis, Marion County, Indiana, 46240, United States"
cafe,Starbucks,Not Provided," 9545, North Meridian Street, College Crest, Spring Hollow, Indianapolis, Marion County, Indiana, 46240, United States"
pub,Gatsby's Pub & Grill,Not Provided," 6335, Intech Commons Drive, Indianapolis, Marion County, Indiana, 46278, United States"
restaurant,Le Peep,Not Provided," 6335, Intech Commons Drive, Indianapolis, Marion County, Indiana, 46278, United States"
restaurant,Bob Evans,Not Provided," West 71st Street, Indianapolis, Marion County, Indiana, 46278, United States"
fast_food,McDonald's,Not Provided," West 71st Street, Legendary Hills, Indianapolis, Marion County, Indiana, 46278, United States"
fast_food,Hardee's,Not Provided," Woodland Drive, Legendary Hills, Indianapolis, Marion County, Indiana, 46278, United States"
pub,Brockway Pub,Not Provided," Old Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,El Meson Mexican Restaurant,Not Provided," Frito Lay Drive, Indianapolis, Marion County, Indiana, 46214, United States"
restaurant,Yats,Not Provided," 5363, North College Avenue, Meridian Kessler, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Moe and Johnny's,Not Provided," North College Avenue, Meridian Kessler, Indianapolis, Marion County, Indiana, 46220, United States"
pub,Twenty Tap,Not Provided," 5406-08, North College Avenue, Meridian Kessler, Indianapolis, Marion County, Indiana, 46220, United States"
fast_food,Taco Bell,Not Provided," Atlantis Drive, Wanamaker, Indianapolis, Marion County, Indiana, 46239, United States"
fast_food,McDonald's,Not Provided," 9833, Fall Creek Road, Fall Creek Highland, Indianapolis, Marion County, Indiana, 46256, United States"
restaurant,Fat Dan's,Not Provided," North College Avenue, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
restaurant,Diavola Pizza,Not Provided," East 54th Street, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
restaurant,Binkley's,Not Provided," Kessler Boulevard, East Drive, Forest Hills, Meridian Kessler, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Ambrosia,Not Provided," North College Avenue, Forest Hills, Meridian Kessler, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Taste Café & Marketplace,Not Provided," 5164, North College Avenue, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
fast_food,Hot Head Burritos,Not Provided," 123, National Road West, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Original Frozen Custard,Not Provided," 2319, Wallace Avenue, Lafayette, Tippecanoe County, Indiana, 47904, United States"
restaurant,Bella Pizzeria,https://www.thebellapizza.com/," 13901, Town Center Boulevard, Hamilton Town Center, Hamilton County, Indiana, 46060, United States"
fast_food,White Castle,Not Provided," West Thompson Road, Indianapolis, Marion County, Indiana, 46217, United States"
restaurant,Applebee's,Not Provided," 1950, Fort Harrison Road, Terre Haute, Vigo County, Indiana, 47804, United States"
restaurant,Sweet Lou's Pizzeria,Not Provided," 2619, Fort Harrison Road, Preston, Terre Haute, Vigo County, Indiana, 47804, United States"
cafe,Square Donuts,Not Provided," 2417, Fort Harrison Road, Preston, Terre Haute, Vigo County, Indiana, 47804, United States"
fast_food,China Wok,Not Provided," 3247, North 21st Street, Dewey, Terre Haute, Vigo County, Indiana, 47804, United States"
restaurant,Pizza Hut,Not Provided," 2001, Lafayette Avenue, Dewey, Terre Haute, Vigo County, Indiana, 47805, United States"
fast_food,KFC,Not Provided," 2000, Lafayette Avenue, Duane Yards, Terre Haute, Vigo County, Indiana, 47805, United States"
fast_food,Little Caesars,Not Provided," 1834, Lafayette Avenue, Duane Yards, Terre Haute, Vigo County, Indiana, 47804, United States"
fast_food,Long John Silver's,Not Provided," 2039, Lafayette Avenue, Dewey, Terre Haute, Vigo County, Indiana, 47804, United States"
fast_food,Wendy's,Not Provided," 2049, Lafayette Avenue, Dewey, Terre Haute, Vigo County, Indiana, 47805, United States"
fast_food,Taco Bell,Not Provided," 2105, Lafayette Avenue, Dewey, Terre Haute, Vigo County, Indiana, 47805, United States"
fast_food,McDonald's,Not Provided," 2111, Lafayette Avenue, Dewey, Terre Haute, Vigo County, Indiana, 47805, United States"
fast_food,Burger King,Not Provided," 2116, Lafayette Avenue, Dewey, Terre Haute, Vigo County, Indiana, 47805, United States"
fast_food,Arby's,Not Provided," 2155, Lafayette Avenue, Dewey, Terre Haute, Vigo County, Indiana, 47805, United States"
restaurant,Maurizio's Pizza North,Not Provided," 5035, North Lafayette Street, Terre Town, Terre Haute, Vigo County, Indiana, 47805, United States"
restaurant,Books & Brews,https://www.booksnbrews.com/," 9402, Crosspoint Common, Indianapolis, Marion County, Indiana, 46256, United States"
restaurant,Eddie Joe's Icehouse,Not Provided," 4941, Washington Street, West Point, Tippecanoe County, Indiana, 47992, United States"
restaurant,Pourhouse Coffee Cabin and Rustic Deli,Not Provided," 7050, Main Street, West Point, Tippecanoe County, Indiana, 47992, United States"
restaurant,Arni's,Not Provided," 2523, South 250 West, West Lafayette, Tippecanoe County, Indiana, 47909, United States"
fast_food,Penn Station,Not Provided," Win Hentschel Boulevard, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,Thai Essence,Not Provided," Win Hentschel Boulevard, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,Parkside Seafood House,Not Provided," 1902, Scott Street, Lafayette, Tippecanoe County, Indiana, 47904, United States"
restaurant,Original Frozen Custard,Not Provided," 2319, Wallace Avenue, Lafayette, Tippecanoe County, Indiana, 47904, United States"
restaurant,Pizza Hut,Not Provided," East Main, Attica, Fountain County, Indiana, 47918, United States"
fast_food,KFC,Not Provided," 309, North Washington Street, Fiskville, Crawfordsville, Montgomery County, Indiana, 47933, United States"
restaurant,Creekside Lodge,Not Provided," 613, Lafayette Avenue, Crawfordsville, Montgomery County, Indiana, 47933, United States"
cafe,Cheshire Cafe,Not Provided," 541, North Woodlawn Avenue, Bloomington, Monroe County, Indiana, 47406, United States"
cafe,Starbucks,Not Provided," 14490, Clay Terrace Boulevard, Clay Terrace, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Café Patachou,http://cafepatachou.com/," 14390, Clay Terrace Boulevard, Clay Terrace, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Upland brewery - CARMEL TAP HOUSE,https://uplandbeer.com/locations/carmel-tap-house/," 820, East 116th Street, Carmel, Hamilton County, Indiana, 46033, United States"
restaurant,Blind Owl Brewery,http://www.blindowlbrewery.com/," 5014, East 62nd Street, Indianapolis, Marion County, Indiana, 46220, United States"
cafe,10 Johnson,Not Provided," Johnson Avenue, Irvington, Indianapolis, Marion County, Indiana, 46219, United States"
fast_food,Subway,Not Provided," 284, South Van Buren Street, Nashville, Brown County, Indiana, 47448, United States"
pub,Sahm's Bar and Grill,http://www.sahmsbarandgrill.com/," 7870, East 96th Street, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Blimpie,Not Provided," East 96th Street, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Slimms Pizza and Salads,http://www.slimmspizzaandsalads.com," 7810, East 96th Street, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Applebee's,Not Provided," East 96th Street, Fishers, Hamilton County, Indiana, 46038, United States"
pub,Sun King Brewery,http://www.sunkingbrewing.com/fishers.html," 7848, East 96th Street, Fishers, Hamilton County, Indiana, 46037, United States"
fast_food,Five Guys,http://gofiveguys.com/menu/carmel," Thatcher Lane, Westfield, Hamilton County, Indiana, 46074, United States"
fast_food,White Castle,https://www.whitecastle.com/," North Meridian Street, Westfield, Hamilton County, Indiana, 46074, United States"
cafe,Starbucks,Not Provided," East Greyhound Pass, Westfield, Hamilton County, Indiana, 46033, United States"
restaurant,Brunchies,http://www.brunchiesdiner.com/," 13732, North Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Puccinis Smiling Teeth,https://www.puccinissmilingteeth.com," 11695, Fall Creek Road, Fishers, Hamilton County, Indiana, 46256, United States"
restaurant,On The Border,https://www.ontheborder.com," 6001, East 86th Street, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Charleston's,https://charlestons.com/," 14636, North Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Steak 'n Shake,Not Provided," Thatcher Lane, Westfield, Hamilton County, Indiana, 46033, United States"
restaurant,Puccini's,Not Provided," 13674, North Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Omoni Korean Grill,http://omonigrill.com/," 13710, North Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,China Garden,Not Provided," 13624, North Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,McDonald's,Not Provided," Hazel Dell Crossing, Hamilton County, Indiana, 46042, United States"
restaurant,Chili's,https://www.chilis.com/locations/details/701.842.0330/," East Greyhound Pass, Westfield, Hamilton County, Indiana, 46033, United States"
fast_food,Little Caesars,Not Provided," 1503, East Main Street, Richmond, Wayne County, Indiana, 47374, United States"
fast_food,Panera Bread,Not Provided," East 96th Street, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,King Chef,http://www.kingchefindy.com," 8664, East 96th Street, Fishers, Hamilton County, Indiana, 46037, United States"
fast_food,Jimmy John's,https://www.jimmyjohns.com/," 14250, Clay Terrace Boulevard, Clay Terrace, Carmel, Hamilton County, Indiana, 46074, United States"
restaurant,Prime 47,http://prime47carmel.com/," 14300, Clay Terrace Boulevard, Clay Terrace, Carmel, Hamilton County, Indiana, 46074, United States"
restaurant,Bella pizzeria,https://www.thebellapizza.com/locations/clayterrace/," Clay Terrace Boulevard, Clay Terrace, Carmel, Hamilton County, Indiana, 46074, United States"
fast_food,Qdoba,https://clayterrace.com/dining/qdoba-mexican-grill," Clay Terrace Boulevard, Clay Terrace, Carmel, Hamilton County, Indiana, 46074, United States"
cafe,Clay Terrace corner bakery,https://www.coldstonecreamery.com/stores/21241?latitude=39.9693&longitude=-86.16500239999999," Clay Terrace Boulevard, Clay Terrace, Carmel, Hamilton County, Indiana, 46074, United States"
ice_cream,Cold Stone Creamery,https://www.coldstonecreamery.com/stores/21241?latitude=39.9693&longitude=-86.16500239999999," Clay Terrace Boulevard, Clay Terrace, Carmel, Hamilton County, Indiana, 46074, United States"
restaurant,Kona Grill,https://www.konagrill.com/locations/carmel-in," 14395, Clay Terrace Boulevard, Clay Terrace, Carmel, Hamilton County, Indiana, 46074, United States"
restaurant,Covered Bridge Restaurant,Not Provided," North Main Street, Eugene, Vermillion County, Indiana, 47928, United States"
restaurant,Not Provided,Not Provided," Montezuma, Parke County, Indiana, 47862, United States"
fast_food,Papa John's,Not Provided," East Tipton Street, Seymour, Jackson County, Indiana, 47274, United States"
restaurant,Not Provided,Not Provided," West Walnut Street, Frankfort, Clinton County, Indiana, 46041, United States"
fast_food,Steak 'n Shake,Not Provided," North State Street, Greenfield, Hancock County, Indiana, 46140, United States"
restaurant,Stagg's Dairy Treats & Restaurant,http://staggsdairytreats.com," 1010, West 3rd Street, Rushville, Rush County, Indiana, 46173, United States"
fast_food,Einstein Bros. Bagels,Not Provided," 420, University Boulevard, Historic Ransom Place, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Korners’ Kountry Kitchen,Not Provided," 559, Main Street, Stavetown, Brookville, Franklin County, Indiana, 47012, United States"
restaurant,Drake's,https://drakescomeplay.com/indy/," East 82nd Street, Indianapolis, Marion County, Indiana, 46240, United States"
cafe,Fuel Coffee Shop,https://fuellafayette.com/," 106, South 16th Street, Valley Center, Lafayette, Tippecanoe County, Indiana, 47905, United States"
fast_food,Dairy Queen,Not Provided," 101, East Main Street, Danville, Hendricks County, Indiana, 46122, United States"
restaurant,Pizza Paradise,Not Provided," 55, East Main Street, Danville, Hendricks County, Indiana, 46122, United States"
restaurant,Bee Hive,Not Provided," 55, East Main Street, Danville, Hendricks County, Indiana, 46122, United States"
restaurant,Frank's place,Not Provided," 33, South Washington Street, Danville, Hendricks County, Indiana, 46122, United States"
fast_food,Subway,Not Provided," North Indiana Street, Danville, Hendricks County, Indiana, 46122, United States"
cafe,Aroma's Bakery,Not Provided," North Broadway, Peru, Miami County, Indiana, 46970, United States"
restaurant,Irish Lion Glen,https://www.irishlion.com/banquets," West Kirkwood Avenue, Bloomington, Monroe County, Indiana, 47404, United States"
restaurant,The District Tap,Not Provided," East 82nd Street, Indianapolis, Marion County, Indiana, 46240, United States"
restaurant,The Sherman,Not Provided," North Main Street, Batesville, Ripley County, Indiana, 47006, United States"
restaurant,La Cocina,Not Provided," Kyb Drive, Franklin, Johnson County, Indiana, 46131, United States"
cafe,Starbucks,Not Provided," Margaret Avenue, Terre Haute, Vigo County, Indiana, 47802, United States"
restaurant,Yori,Not Provided," 610, West Lafayette, Tippecanoe County, Indiana, 47907, United States"
fast_food,Arby's,Not Provided," Southbridge Street, Mooresville, Morgan County, Indiana, 46158, United States"
cafe,5th Street Bagel,http://5thstreetbagels.com/," 211, South 5th Street, Richmond, Wayne County, Indiana, 47374, United States"
cafe,Starbucks,Not Provided," National Road East, Richmond, Wayne County, Indiana, 47374, United States"
ice_cream,Ullery's Ice Cream,Not Provided," 168, Fort Wayne Avenue, Richmond, Wayne County, Indiana, 47374, United States"
restaurant,Miracle Sushi & Modern Asian Cuisine,http://www.miracleindy.com/home.html," Old Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Sichuan Chinese Restaurant,Not Provided," South Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Little Cairo,https://littlecairocafe.com/," 20, West Main Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Axum,http://axumethiopianresta.wixsite.com/mysite," 825, North Pennsylvania Street, St. Joseph, Indianapolis, Marion County, Indiana, 46204, United States"
restaurant,Zydeco's Cajun Actual,www.zydecos.net," 11, East Main Street, Mooresville, Morgan County, Indiana, 46158, United States"
restaurant,Sultana Cafe & Hookah Bar,https://www.sultanaindy.com/," 1107, North College Avenue, Young's Sub, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,The Tamale Place,Not Provided," 1155, East Stop 11 Road, Indianapolis, Marion County, Indiana, 46227, United States"
restaurant,Railroad Cafe,Not Provided," West Main Street, Mitchell, Lawrence County, Indiana, 47446, United States"
cafe,The Well Coffeehouse,http://www.wellcoffeehouse.com," 8890, East 116th Street, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Hino Oishi,Not Provided," 10491, Walnut Creek Drive, North Augusta Addition, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Roselli's Pizza,Not Provided," 4335, West 106th Street, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Noodles & Company,Not Provided," 1, East Carmel Drive, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Dunkin',Not Provided," South Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,KFC,Not Provided," 1331, South Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,City Barbeque,Not Provided," 1356, South Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Piada Italian Street Food,Not Provided," 1380, South Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Mandarin House,Not Provided," 1370, South Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Smoothie King,Not Provided," South Range Line Road, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Monterey Cuisine,https://www.montereycuisine.com/," 110, West Main Street, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Subway,Not Provided," 10599, East 106th Street, Home Place, Indianapolis, Hamilton County, Indiana, 46280, United States"
fast_food,Papa John's,Not Provided," 10598, College Avenue, College Meadows, Home Place, Indianapolis, Hamilton County, Indiana, 46280, United States"
fast_food,Jack's,Not Provided," 516, East Carmel Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Number One China Buffet,Not Provided," 456, East Carmel Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
